id,user_id,applicant_id,interaction_type,element,rating,focus_time,timestamp
420,6,8,hover,applicantList,45,3.21685,1694068351052
421,6,12,hover,applicantList,80,2.74915,1694068351299
422,6,7,hover,applicantList,90,2.88182,1694068351354
423,6,1,hover,applicantList,98,3.28655,1694068351367
424,6,4,hover,applicantList,75,3.60253,1694068351387
425,6,9,hover,applicantList,99,2.28595,1694068351395
426,6,3,hover,applicantList,90,2.09542,1694068352287
427,6,10,hover,applicantList,50,1.81303,1694068352326
428,6,11,hover,applicantList,95,3.36567,1694068352354
429,6,9,hover,applicantList,99,2.28595,1694068352388
430,6,4,hover,applicantList,75,3.60253,1694068352445
431,6,1,hover,applicantList,98,3.28655,1694068352684
432,6,6,hover,applicantList,40,2.05837,1694068353167
433,6,7,hover,applicantList,90,2.88182,1694068353235
434,6,12,hover,applicantList,80,2.74915,1694068353517
435,6,8,hover,applicantList,45,3.21685,1694068353561
436,6,2,hover,applicantList,60,3.31995,1694068353590
437,6,5,hover,applicantList,95,3.32667,1694068353673
438,6,2,hover,applicantList,60,3.31995,1694068354995
439,6,2,click,applicantList,60,3.31995,1694068355053
440,9,3,hover,rating_gender,91,3.43507,1694068358198
441,9,5,hover,rating_gender,93,3.09265,1694068359013
442,6,2,enter,summary_view,0,0.0,1694068362624
443,6,9,hover,applicantList,99,2.28595,1694068364626
444,6,4,hover,applicantList,75,3.60253,1694068364663
445,6,1,hover,applicantList,98,3.28655,1694068364686
446,6,6,hover,applicantList,40,2.05837,1694068364704
447,6,7,hover,applicantList,90,2.88182,1694068364725
448,6,12,hover,applicantList,80,2.74915,1694068364741
449,6,8,hover,applicantList,45,3.21685,1694068364757
450,6,2,hover,applicantList,60,3.44583,1694068364982
451,6,5,hover,applicantList,95,3.32667,1694068365045
452,6,8,hover,applicantList,45,3.21685,1694068366201
453,6,2,hover,applicantList,60,3.44583,1694068366150
454,6,12,hover,applicantList,80,2.74915,1694068366239
455,6,6,hover,applicantList,40,2.05837,1694068368026
456,6,7,hover,applicantList,90,2.88182,1694068368053
457,6,12,hover,applicantList,80,2.74915,1694068368075
458,6,8,hover,applicantList,45,3.21685,1694068368394
459,6,2,hover,applicantList,60,3.44583,1694068368422
460,6,5,hover,applicantList,95,3.32667,1694068368465
461,6,2,hover,applicantList,60,3.44583,1694068368767
462,6,5,hover,applicantList,95,3.32667,1694068368887
463,9,11,hover,rating_gender,91,3.43507,1694068370771
464,6,3,hover,applicantList,90,3.91768,1694068370202
465,6,3,hover,applicantList,90,3.91768,1694068370503
466,6,10,hover,applicantList,50,1.81303,1694068370531
467,6,11,hover,applicantList,95,3.36567,1694068370676
