id,user_id,applicant_id,rating,add_timestamp
838,68,6,55,9/7/23 7:47
839,75,7,99,9/7/23 7:48
840,3,9,95,9/7/23 7:48
843,76,7,99,9/7/23 7:50
846,75,5,94,9/7/23 7:52
848,3,7,95,9/7/23 7:53
849,68,2,45,9/7/23 7:53
850,73,9,86,9/7/23 7:53
852,63,4,87,9/7/23 7:54
853,76,3,92,9/7/23 7:57
856,75,3,96,9/7/23 7:58
857,74,10,20,9/7/23 7:59
858,76,6,54,9/7/23 8:00
859,76,11,100,9/7/23 8:01
860,68,12,40,9/7/23 8:01
861,74,1,82,9/7/23 8:01
862,73,10,72,9/7/23 8:01
863,76,8,64,9/7/23 8:02
864,75,12,31,9/7/23 8:04
865,76,12,60,9/7/23 8:04
866,74,3,88,9/7/23 8:04
867,76,1,91,9/7/23 8:06
868,74,2,80,9/7/23 8:06
869,76,5,94,9/7/23 8:06
870,68,5,95,9/7/23 8:06
871,73,4,71,9/7/23 8:06
872,76,9,87,9/7/23 8:08
873,3,3,98,9/7/23 8:08
874,76,2,65,9/7/23 8:09
875,75,2,35,9/7/23 8:09
876,76,4,61,9/7/23 8:09
877,74,6,48,9/7/23 8:10
878,77,11,100,9/7/23 8:11
879,68,4,50,9/7/23 8:12
881,74,12,49,9/7/23 8:14
882,75,1,92,9/7/23 8:14
883,77,1,67,9/7/23 8:16
884,74,5,84,9/7/23 8:16
885,74,11,87,9/7/23 8:19
887,74,4,49,9/7/23 8:21
888,77,12,73,9/7/23 8:21
889,74,7,76,9/7/23 8:24
890,75,4,36,9/7/23 8:26
891,81,12,25,9/7/23 8:33
892,80,2,80,9/7/23 8:37
893,77,2,47,9/7/23 8:38
894,79,12,65,9/7/23 8:41
895,80,3,95,9/7/23 8:42
896,77,10,42,9/7/23 8:43
897,77,5,84,9/7/23 8:46
898,77,6,86,9/7/23 8:49
899,82,2,70,9/7/23 8:51
900,81,9,81,9/7/23 8:51
901,77,3,74,9/7/23 8:51
902,77,4,24,9/7/23 8:54
903,80,7,95,9/7/23 8:55
904,82,3,95,9/7/23 8:55
905,82,6,51,9/7/23 8:59
906,80,1,100,9/7/23 9:02
907,81,1,86,9/7/23 9:03
908,82,11,100,9/7/23 9:05
909,82,12,60,9/7/23 9:08
910,80,8,75,9/7/23 9:10
911,82,5,100,9/7/23 9:12
912,79,2,76,9/7/23 9:13
913,82,9,95,9/7/23 9:16
914,81,8,37,9/7/23 9:16
915,80,5,100,9/7/23 9:20
916,82,1,95,9/7/23 9:20
917,82,7,90,9/7/23 9:26
918,81,5,86,9/7/23 9:26
919,82,10,56,9/7/23 9:29
920,80,12,75,9/7/23 9:32
921,82,8,60,9/7/23 9:34
922,81,11,96,9/7/23 9:36
923,83,11,85,9/7/23 9:38
924,82,4,60,9/7/23 9:39
925,81,2,29,9/7/23 9:39
926,80,9,95,9/7/23 9:42
927,81,10,44,9/7/23 9:42
928,83,8,80,9/7/23 9:43
929,81,6,40,9/7/23 9:46
930,83,2,60,9/7/23 9:48
931,81,3,86,9/7/23 9:49
932,79,7,83,9/7/23 9:50
933,80,10,75,9/7/23 9:52
934,83,3,85,9/7/23 9:52
935,80,11,100,9/7/23 9:53
936,81,7,86,9/7/23 9:53
937,81,4,69,9/7/23 9:55
938,84,6,58,9/7/23 9:56
939,79,9,89,9/7/23 9:56
940,84,5,61,9/7/23 9:56
941,84,2,62,9/7/23 9:57
942,84,1,84,9/7/23 9:57
943,84,8,49,9/7/23 9:57
944,84,9,67,9/7/23 9:57
945,84,11,95,9/7/23 9:57
946,84,3,73,9/7/23 9:57
947,84,7,65,9/7/23 9:57
948,84,12,51,9/7/23 9:57
949,84,10,47,9/7/23 9:57
950,84,4,37,9/7/23 9:58
951,80,6,65,9/7/23 10:11
952,83,12,43,9/7/23 10:20
953,80,4,70,9/7/23 10:21
954,83,1,84,9/7/23 10:23
955,85,12,65,9/7/23 10:30
956,85,9,90,9/7/23 10:34
957,83,5,88,9/7/23 10:35
958,83,6,30,9/7/23 10:38
959,85,7,85,9/7/23 10:39
960,85,5,94,9/7/23 10:42
961,85,3,88,9/7/23 10:47
962,79,8,59,9/7/23 10:51
963,79,3,83,9/7/23 10:52
964,83,10,33,9/7/23 10:55
965,83,7,81,9/7/23 10:58
966,79,11,95,9/7/23 10:59
967,79,1,93,9/7/23 11:00
968,83,9,70,9/7/23 11:01
969,83,4,40,9/7/23 11:04
970,79,6,52,9/7/23 11:04
971,85,6,60,9/7/23 11:05
972,85,2,70,9/7/23 11:08
973,85,10,71,9/7/23 11:09
974,85,8,73,9/7/23 11:14
975,85,1,92,9/7/23 11:16
976,85,11,95,9/7/23 11:18
977,79,10,62,9/7/23 11:19
978,85,4,66,9/7/23 11:25
979,79,5,91,9/7/23 11:43
980,79,4,71,9/7/23 11:43
